id,word,parents
.0.159,影及,['.2.05']
.0.160,间质,['.2.05']
.0.161,改变,['.2.05']
.0.162,以肺,['.2.05']
.0.163,外带,['.2.05']
.0.164,发展,['.2.05']
.0.165,双肺,['.2.05']
.0.166,玻璃,['.2.05']
.0.167,浸润,['.2.05']
.0.168,肺实变,['.2.05']
.0.169,胸腔,['.2.05']
.0.170,积液,['.2.05']
.0.171,少见,['.2.05']
.1.03,诊断标准,['none']
.2.06,湖北以外省份:,['.1.03']
.3.00,疑似病例。,['.2.06']
.0.172,下述,"['.3.00', '.3.02']"
.0.173,临床表现,"['.3.00', '.4.01', '.4.01', '.3.02', '.4.03', '.3.05', '.3.05', '.4.04', '.4.05', '.4.06', '.4.07']"
.0.174,综合,"['.3.00', '.3.02']"
.0.175,分析,"['.3.00', '.3.02', '.2.15']"
.4.00,流行病学史,['.3.00']
.0.176,天内,"['.4.00', '.4.00', '.4.00', '.4.02', '.4.02', '.4.02']"
.0.177,武汉市,"['.4.00', '.4.00', '.4.02', '.4.02']"
.0.178,周边地区,"['.4.00', '.4.00', '.4.02', '.4.02']"
.0.179,报告,"['.4.00', '.4.00', '.4.02', '.4.02']"
.0.180,社区,"['.4.00', '.4.00', '.4.02', '.4.02']"
.0.181,旅行,"['.4.00', '.4.02']"
.0.182,居住,"['.4.00', '.4.02']"
.0.183,冠状,"['.4.00', '.4.02', '.2.12']"
.0.184,病毒感染者,"['.4.00', '.4.02', '.2.12']"
.0.185,阳性者,"['.4.00', '.4.02']"
.0.186,聚集,"['.4.00', '.4.02']"
.4.01,临床表现,['.3.00']
.0.187,影像学,"['.4.01', '.3.03', '.2.08', '.2.09', '.2.15', '.2.16', '.3.07']"
.0.188,降低,['.4.01']
.0.189,史中,"['.4.01', '.4.03']"
.0.190,一条,"['.4.01', '.4.03', '.2.10']"
.0.191,符合,"['.4.01', '.4.01', '.4.03', '.2.10', '.2.11', '.2.12', '.2.13']"
.0.192,任意,['.4.01']
.3.01,确诊病例。.,['.2.06']
.0.193,疑似病例,"['.3.01', '.3.03', '.3.04', '.2.12', '.2.12', '.2.12', '.2.12', '.2.13', '.2.13', '.2.13', '.2.14']"
.0.194,具备,"['.3.01', '.3.04', '.2.14']"
.0.195,病原学,"['.3.01', '.3.04', '.2.12', '.2.13']"
.0.196,证据,"['.3.01', '.3.04']"
.0.197,实时,"['.3.01', '.3.04']"
.0.198,荧光,"['.3.01', '.3.04']"
.0.199,RT,"['.3.01', '.3.04']"
.0.200,PCR,"['.3.01', '.3.04']"
.0.201,阳性,"['.3.01', '.3.04', '.2.12']"
.0.202,病毒基因,"['.3.01', '.3.04']"
.0.203,测序,"['.3.01', '.3.04']"
.0.204,已知,"['.3.01', '.3.04', '.1.05']"
.0.205,高度,"['.3.01', '.3.04']"
.0.206,同源,"['.3.01', '.3.04']"
.2.07,湖北省:,['.1.03']
.3.02,疑似病例。，,['.2.07']
.4.02,流行病学史,['.3.02']
.4.03,临床表现,['.3.02']
.3.03,临床诊断病例。,['.2.07']
.3.04,确诊病例。,['.2.07']
.0.207,临床,"['.3.04', '.2.08', '.2.13', '.2.13', '.2.13']"
.0.208,诊断,"['.3.04', '.2.13', '.2.13', '.2.13']"
.1.04,临床分型,['none']
.2.08,轻型。,['.1.04']
.0.209,未见,['.2.08']
.2.09,普通型。,['.1.04']
.2.10,重型。,['.1.04']
.0.210,RR,['.2.10']
.0.211,静息,['.2.10']
.0.212,状态,['.2.10']
.0.213,指氧,"['.2.10', '.2.15']"
.0.214,饱和度,"['.2.10', '.2.15']"
.0.215,93%,['.2.10']
.0.216,动脉血,"['.2.10', '.2.15']"
.0.217,氧分压,['.2.10']
.0.218,Pa02,['.2.10']
.0.219,吸氧,"['.2.10', '.2.16']"
.0.220,浓度,['.2.10']
.0.221,Fi02,['.2.10']
.0.222,300mHg,['.2.10']
.0.223,1mmlHg,['.2.10']
.0.224,0.133,['.2.10']
.0.225,kPa,['.2.10']
.2.11,危重型。,['.1.04']
.0.226,呼吸衰竭,['.2.11']
.0.227,机械,"['.2.11', '.2.16', '.2.16', '.2.16', '.2.16']"
.0.228,通气,"['.2.11', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.4.06']"
.0.229,合并,['.2.11']
.0.230,器官,"['.2.11', '.2.16']"
.0.231,功能,"['.2.11', '.2.15', '.2.16']"
.0.232,衰竭,['.2.11']
.0.233,ICU,"['.2.11', '.2.14']"
.0.234,监护,['.2.11']
.0.235,治疗,"['.2.11', '.2.12', '.2.13', '.2.14', '.2.14', '.2.14', '.2.15', '.2.15', '.2.15', '.2.15', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.2.16', '.3.07']"
.1.05,鉴别诊断,['none']
.0.236,流感病毒,"['.1.05', '.1.05']"
.0.237,腺病毒,['.1.05']
.0.238,合胞,['.1.05']
.0.239,病毒性,['.1.05']
.0.240,鉴别,"['.1.05', '.1.05', '.1.05']"
.0.241,支原体,['.1.05']
.0.242,衣原体,['.1.05']
.0.243,细菌性,['.1.05']
.0.244,与非,['.1.05']
.0.245,感染性,['.1.05']
.0.246,血管炎,['.1.05']
.0.247,皮肌炎,['.1.05']
.0.248,机化,['.1.05']
.0.249,性肺炎,['.1.05']
.1.06,病例的发现与报告,['none']
.2.12,湖北以外省份:,['.1.06']
.0.250,各类,"['.2.12', '.2.13']"
.0.251,医疗机构,"['.2.12', '.2.13', '.1.09']"
.0.252,医务人员,"['.2.12', '.2.13']"
.0.253,定义,"['.2.12', '.2.13']"
.0.254,隔离,"['.2.12', '.2.13', '.2.13', '.2.14', '.2.14', '.2.14', '.3.07']"
.0.255,院内,['.2.12']
.0.256,专家,['.2.12']
.0.257,会诊,"['.2.12', '.2.12']"
.0.258,或主诊,['.2.12']
.0.259,医师,['.2.12']
.0.260,网络,['.2.12']
.0.261,直报,['.2.12']
.0.262,采集,"['.2.12', '.2.13']"
.0.263,确保,['.2.12']
.0.264,转运,"['.2.12', '.2.12', '.1.08']"
.0.265,前提,['.2.12']
.0.266,定点医院,"['.2.12', '.2.14']"
.0.267,密切接触,['.2.12']
.0.268,常见,"['.2.12', '.1.09']"
.0.269,病原,"['.2.12', '.2.12', '.3.07']"
.0.270,建议,"['.2.12', '.2.16', '.2.16']"
.0.271,连续,"['.2.12', '.3.07']"
.0.272,两次,"['.2.12', '.3.07']"
.0.273,阴性,"['.2.12', '.3.07']"
.0.274,采样,"['.2.12', '.3.07']"
.0.275,时间,"['.2.12', '.3.07']"
.0.276,至少,"['.2.12', '.3.07']"
.0.277,问隔,['.2.12']
.0.278,方可,['.2.12']
.0.279,排除,['.2.12']
.2.13,湖北省:,['.1.06']
.0.280,单间,"['.2.13', '.2.14']"
.1.07,治疗,['none']
.2.14,根据病情确定治疗场所。,['.1.07']
.0.281,疑似,['.2.14']
.0.282,确诊,"['.2.14', '.2.14']"
.0.283,条件,"['.2.14', '.2.14', '.2.16', '.2.16']"
.0.284,防护,"['.2.14', '.1.09']"
.0.285,单人,['.2.14']
.0.286,可多人,['.2.14']
.0.287,病室,['.2.14']
.0.288,收入,['.2.14']
.2.15,一般治疗。,['.1.07']
.0.289,卧床,['.2.15']
.0.290,休息,['.2.15']
.0.291,支持,"['.2.15', '.2.16', '.2.16', '.2.16']"
.0.292,保证,['.2.15']
.0.293,热量,['.2.15']
.0.294,电解质,['.2.15']
.0.295,平衡,['.2.15']
.0.296,环境,['.2.15']
.0.297,稳定,['.2.15']
.0.298,监测,"['.2.15', '.2.15', '.2.16']"
.0.299,生命,['.2.15']
.0.300,体征,['.2.15']
.0.301,血常规,['.2.15']
.0.302,尿常规,['.2.15']
.0.303,生化,['.2.15']
.0.304,指标,['.2.15']
.0.305,心肌,['.2.15']
.0.306,肾功能,['.2.15']
.0.307,胸部,"['.2.15', '.2.16']"
.0.308,条件者,['.2.15']
.0.309,可行,['.2.15']
.0.310,细胞因子,['.2.15']
.0.311,给予,"['.2.15', '.2.16']"
.0.312,氧疗,"['.2.15', '.2.15', '.2.16', '.2.16', '.2.16', '.2.16']"
.0.313,措施,"['.2.15', '.2.16']"
.0.314,包括,['.2.15']
.0.315,导管,"['.2.15', '.2.16', '.2.16', '.2.16']"
.0.316,面單,"['.2.15', '.2.16']"
.0.317,经鼻高,['.2.15']
.0.318,流量,"['.2.15', '.2.16', '.2.16']"
.0.319,抗病毒,"['.2.15', '.2.15']"
.0.320,确认,['.2.15']
.0.321,方法,['.2.15']
.0.322,试用,['.2.15']
.0.323,干扰素,['.2.15']
.0.324,雾化,['.2.15']
.0.325,吸入,['.2.15']
.0.326,成人,['.2.15']
.0.327,每次,"['.2.15', '.2.15']"
.0.328,500,['.2.15']
.0.329,剂量,"['.2.15', '.2.16', '.2.16']"
.0.330,灭菌,['.2.15']
.0.331,注射,['.2.15']
.0.332,用水,['.2.15']
.0.333,2ml,['.2.15']
.0.334,每日,"['.2.15', '.2.15', '.2.15', '.2.16']"
.0.335,洛匹,"['.2.15', '.2.15']"
.0.336,利托,"['.2.15', '.2.15']"
.0.337,200,['.2.15']
.0.338,mg,['.2.15']
.0.339,每粒,['.2.15']
.0.340,可加用,['.2.15']
.0.341,利巴韦,['.2.15']
.0.342,500mg,['.2.15']
.0.343,静脉,"['.2.15', '.2.16']"
.0.344,输注,['.2.15']
.0.345,相关,"['.2.15', '.2.16']"
.0.346,恶心,['.2.15']
.0.347,呕吐,['.2.15']
.0.348,肝功能,['.2.15']
.0.349,损害,['.2.15']
.0.350,不良反应,['.2.15']
.0.351,药物,"['.2.15', '.2.15', '.2.15', '.2.15', '.2.16']"
.0.352,相互作用,['.2.15']
.0.353,抗菌,"['.2.15', '.2.15']"
.0.354,盲目,['.2.15']
.0.355,恰当,['.2.15']
.0.356,联合,['.2.15']
.0.357,广谱抗,['.2.15']
.2.16,重型、危重型病例的治疗。,['.1.07']
.0.358,原则,['.2.16']
.0.359,对症,['.2.16']
.0.360,防治,['.2.16']
.0.361,并发症,['.2.16']
.0.362,预防,"['.2.16', '.2.16', '.1.09']"
.0.363,继发,"['.2.16', '.2.16']"
.0.364,接受,"['.2.16', '.2.16']"
.0.365,评估,['.2.16']
.0.366,缓解,"['.2.16', '.2.16']"
.0.367,无创,"['.2.16', '.2.16']"
.0.368,标准,['.2.16']
.0.369,短时间,['.2.16']
.0.370,改善,"['.2.16', '.2.16']"
.0.371,恶化,['.2.16']
.0.372,气管,['.2.16']
.0.373,插管,['.2.16']
.0.374,有创,['.2.16']
.0.375,采用,"['.2.16', '.2.16']"
.0.376,保护性,['.2.16']
.0.377,策略,['.2.16']
.0.378,潮气量,['.2.16']
.0.379,8ml,['.2.16']
.0.380,kg,"['.2.16', '.2.16']"
.0.381,理想,['.2.16']
.0.382,体重,['.2.16']
.0.383,吸气,['.2.16']
.0.384,压力,['.2.16']
.0.385,平台,['.2.16']
.0.386,30cmH20,['.2.16']
.0.387,呼吸机,['.2.16']
.0.388,损伤,['.2.16']
.0.389,人机,['.2.16']
.0.390,同步,['.2.16']
.0.391,镇静,['.2.16']
.0.392,肌松剂,['.2.16']
.0.393,挽救,['.2.16']
.0.394,ARDS,['.2.16']
.0.395,肺复,['.2.16']
.0.396,人力资源,['.2.16']
.0.397,充足,['.2.16']
.0.398,俯卧,"['.2.16', '.2.16']"
.0.399,效果,['.2.16']
.0.400,不佳者,['.2.16']
.0.401,肺氧合,['.2.16']
.0.402,ECMO,['.2.16']
.0.403,循环,['.2.16']
.0.404,液体,['.2.16']
.0.405,复苏,['.2.16']
.0.406,微循环,['.2.16']
.0.407,血管,['.2.16']
.0.408,活性,['.2.16']
.0.409,血流,['.2.16']
.0.410,动力学,['.2.16']
.0.411,程度,['.2.16']
.0.412,酌情,['.2.16']
.0.413,短期内,['.2.16']
.0.414,皮质激素,"['.2.16', '.2.16']"
.0.415,超过,['.2.16']
.0.416,相当于,['.2.16']
.0.417,甲泼,['.2.16']
.0.418,尼龙,['.2.16']
.0.419,2mg,['.2.16']
.0.420,较大,['.2.16']
.0.421,免疫抑制,['.2.16']
.0.422,作用,['.2.16']
.0.423,延缓,['.2.16']
.0.424,清除,['.2.16']
.0.425,血必净,"['.2.16', '.4.05', '.4.06']"
.0.426,100m1,['.2.16']
.0.427,肠道,"['.2.16', '.2.16']"
.0.428,生态,['.2.16']
.0.429,调节剂,['.2.16']
.0.430,生态平衡,['.2.16']
.0.431,细菌,['.2.16']
.0.432,恢复期,['.2.16']
.0.433,血浆,['.2.16']
.0.434,炎症,"['.2.16', '.3.07']"
.0.435,净化,['.2.16']
.0.436,技术,['.2.16']
.0.437,焦虑,['.2.16']
.0.438,恐惧,['.2.16']
.0.439,情绪,['.2.16']
.0.440,心理,['.2.16']
.0.441,疏导,['.2.16']
.2.17,中医治疗。,['.1.07']
.0.442,本病,['.2.17']
.0.443,中医,['.2.17']
.0.444,疫病,['.2.17']
.0.445,范畴,['.2.17']
.0.446,感受,['.2.17']
.0.447,疫戾,['.2.17']
.0.448,之气,['.2.17']
.0.449,气候,['.2.17']
.0.450,特点,['.2.17']
.0.451,体质,['.2.17']
.0.452,参照,['.2.17']
.0.453,方案,"['.2.17', '.1.08']"
.0.454,辨证论治,['.2.17']
.3.05,医学观察期,['.2.17']
.0.455,胃肠,['.3.05']
.0.456,不适,['.3.05']
.0.457,推荐,"['.3.05', '.3.05', '.4.04', '.4.05', '.4.05', '.4.06', '.4.06', '.4.07']"
.0.458,中成药,"['.3.05', '.3.05', '.4.05', '.4.06']"
.0.459,藿香,"['.3.05', '.4.04', '.4.07']"
.0.460,正气,['.3.05']
.0.461,胶囊,"['.3.05', '.3.05', '.3.05']"
.0.462,口服液,['.3.05']
.0.463,金花,['.3.05']
.0.464,清感,['.3.05']
.0.465,连花清,['.3.05']
.0.466,疏风,['.3.05']
.0.467,解毒,['.3.05']
.0.468,防风,['.3.05']
.0.469,通圣丸,['.3.05']
.3.06,临床治疗期,['.2.17']
.4.04,初期:寒湿郁肺,['.3.06']
.0.470,恶寒,['.4.04']
.0.471,无热,['.4.04']
.0.472,千咳,['.4.04']
.0.473,咽干,['.4.04']
.0.474,倦怠,"['.4.04', '.4.07']"
.0.475,胸闷,"['.4.04', '.4.05']"
.0.476,呕恶,"['.4.04', '.4.07']"
.0.477,舌质,"['.4.04', '.4.05', '.4.06']"
.0.478,淡红,['.4.04']
.0.479,苔白腻,"['.4.04', '.4.07']"
.0.480,处方,"['.4.04', '.4.05', '.4.06', '.4.07']"
.0.481,苍术,"['.4.04', '.4.05']"
.0.482,15g,"['.4.04', '.4.06', '.4.06', '.4.07', '.4.07']"
.0.483,陈皮,"['.4.04', '.4.07']"
.0.484,10g,"['.4.04', '.4.04', '.4.04', '.4.04', '.4.04', '.4.04', '.4.05', '.4.05', '.4.05', '.4.05', '.4.05', '.4.06', '.4.07', '.4.07']"
.0.485,厚朴,['.4.04']
.0.486,草果,"['.4.04', '.4.05']"
.0.487,6g,"['.4.04', '.4.04', '.4.05', '.4.05', '.4.05', '.4.07']"
.0.488,麻黄,"['.4.04', '.4.05']"
.0.489,羌活,['.4.04']
.0.490,生姜,['.4.04']
.0.491,槟郎,"['.4.04', '.4.05']"
.4.05,中期:疫毒闭肺,['.3.06']
.0.492,身热,['.4.05']
.0.493,往来,['.4.05']
.0.494,寒热,['.4.05']
.0.495,咳嗽,"['.4.05', '.4.05']"
.0.496,黄痰,['.4.05']
.0.497,腹胀,['.4.05']
.0.498,便秘,['.4.05']
.0.499,气促,['.4.05']
.0.500,动则,['.4.05']
.0.501,气喘,['.4.05']
.0.502,黄腻,['.4.05']
.0.503,黄燥,['.4.05']
.0.504,脉滑数,['.4.05']
.0.505,杏仁,['.4.05']
.0.506,生石膏,['.4.05']
.0.507,30g,"['.4.05', '.4.05', '.4.07']"
.0.508,大黄,['.4.05']
.0.509,生炙,['.4.05']
.0.510,葶苈子,['.4.05']
.0.511,桃仁,['.4.05']
.0.512,喜炎平,['.4.05']
.0.513,注射剂,"['.4.05', '.4.05']"
.4.06,重症期:内闭外脱,['.3.06']
.0.514,气嘴,['.4.06']
.0.515,辅助,['.4.06']
.0.516,神昏,['.4.06']
.0.517,烦躁,['.4.06']
.0.518,出肢,['.4.06']
.0.519,紫暗,['.4.06']
.0.520,苔厚膩,['.4.06']
.0.521,或燥,['.4.06']
.0.522,浮大无根,['.4.06']
.0.523,人参,['.4.06']
.0.524,黑顺片,['.4.06']
.0.525,山茱萸,['.4.06']
.0.526,送服,['.4.06']
.0.527,苏合香,['.4.06']
.0.528,或安官,['.4.06']
.0.529,牛黄丸,['.4.06']
.0.530,注射液,"['.4.06', '.4.06', '.4.06']"
.0.531,参附,['.4.06']
.0.532,生脉,['.4.06']
.4.07,恢复期:肺脾气虛,['.3.06']
.0.533,气短,['.4.07']
.0.534,纳差,['.4.07']
.0.535,痞满,['.4.07']
.0.536,大便,['.4.07']
.0.537,无力,['.4.07']
.0.538,不爽,['.4.07']
.0.539,舌淡胖,['.4.07']
.0.540,半夏,['.4.07']
.0.541,9g,['.4.07']
.0.542,党参,['.4.07']
.0.543,黄芪,['.4.07']
.0.544,茯苓,['.4.07']
.0.545,砂仁,['.4.07']
.3.07,解除隔离和出院标准,['.2.17']
.0.546,体温,['.3.07']
.0.547,恢复正常,['.3.07']
.0.548,明显好转,['.3.07']
.0.549,肺部,['.3.07']
.0.550,吸收,['.3.07']
.0.551,间隔,['.3.07']
.0.552,解除,['.3.07']
.0.553,出院,['.3.07']
.1.08,转运原则,['none']
.0.554,我委,"['.1.08', '.1.09']"
.0.555,印发,['.1.08']
.0.556,工作,['.1.08']
.0.557,试行,"['.1.08', '.1.09']"
.0.558,执行,"['.1.08', '.1.09']"
.1.09,医疗机构内感染预防与控制,['none']
.0.559,控制技术,['.1.09']
.0.560,指南,['.1.09']
.0.561,第一版,['.1.09']
.0.562,医用,['.1.09']
.0.563,防护用品,['.1.09']
.0.564,指引,['.1.09']
