id,word,parents
.0.35,呼吸道,"['.1.00', '.3.00', '.2.04', '.1.03', '.1.04', '.1.04', '.1.06', '.1.06', '.2.10']"
.0.36,分离,['.1.00']
.0.37,一种,['.1.00']
.0.38,新型,"['.1.00', '.2.04', '.2.04', '.1.04']"
.0.39,包膜,['.1.00']
.0.40,颗粒,['.1.00']
.0.41,呈圆形,['.1.00']
.0.42,椭圆形,['.1.00']
.0.43,多形性,['.1.00']
.0.44,直径,['.1.00']
.0.45,200nm,['.1.00']
.0.46,蛋白,"['.1.00', '.1.00', '.1.00', '.2.01', '.2.07']"
.0.47,位于,['.1.00']
.0.48,表面,"['.1.00', '.2.09']"
.0.49,棒状,['.1.00']
.0.50,结构,['.1.00']
.0.51,抗原,"['.1.00', '.1.00']"
.0.52,用于,['.1.00']
.0.53,分型,['.1.00']
.0.54,基因,['.1.00']
.0.55,包裹,['.1.00']
.0.56,用作,['.1.00']
.0.57,诊断,"['.1.00', '.1.04']"
.0.58,理化,['.1.00']
.0.59,特性,['.1.00']
.0.60,SARS,"['.1.00', '.1.03']"
.0.61,MERS,['.1.00']
.0.62,研究,['.1.00']
.0.63,敏感,['.1.00']
.0.64,分钟,['.1.00']
.0.65,乙醚,['.1.00']
.0.66,75%,['.1.00']
.0.67,乙醇,['.1.00']
.0.68,含氯,['.1.00']
.0.69,消毒剂,['.1.00']
.0.70,过氧乙酸,['.1.00']
.0.71,氯仿,['.1.00']
.0.72,脂溶剂,['.1.00']
.0.73,灭活,"['.1.00', '.1.00']"
.0.74,氯己,['.1.00']
.1.01,此次疫情的临床特点,['none']
.2.00,临床表现,['.1.01']
.0.75,发热,"['.2.00', '.2.00', '.2.00', '.3.00', '.3.01', '.2.10']"
.0.76,乏力,['.2.00']
.0.77,干咳,['.2.00']
.0.78,表现,['.2.00']
.0.79,鼻塞,['.2.00']
.0.80,流涕,['.2.00']
.0.81,上呼吸道,['.2.00']
.0.82,症状,"['.2.00', '.2.00', '.3.00', '.1.06']"
.0.83,少见,"['.2.00', '.2.02']"
.0.84,半数,['.2.00']
.0.85,一周,['.2.00']
.0.86,呼吸困难,"['.2.00', '.2.05', '.2.07']"
.0.87,严重者,"['.2.00', '.2.01', '.2.02']"
.0.88,快速,"['.2.00', '.2.05']"
.0.89,进展,"['.2.00', '.2.05', '.2.07']"
.0.90,窘迫,['.2.00']
.0.91,脓毒症,"['.2.00', '.2.06']"
.0.92,休克,"['.2.00', '.2.06']"
.0.93,难以,['.2.00']
.0.94,纠正,['.2.00']
.0.95,代谢性,['.2.00']
.0.96,酸中毒,['.2.00']
.0.97,凝血,"['.2.00', '.2.07']"
.0.98,功能障碍,['.2.00']
.0.99,值得注意,['.2.00']
.0.100,重症,['.2.00']
.0.101,危重症,"['.2.00', '.1.05']"
.0.102,病程,['.2.00']
.0.103,中可为,['.2.00']
.0.104,低热,['.2.00']
.0.105,起病,['.2.00']
.0.106,轻微,['.2.00']
.0.107,周后,['.2.00']
.0.108,恢复,['.2.00']
.0.109,预后,['.2.00']
.0.110,病情,"['.2.00', '.2.07', '.2.08', '.1.06']"
.0.111,危重,['.2.00']
.0.112,死亡,['.2.00']
.2.01,实验室检查,['.1.01']
.0.113,发病,"['.2.01', '.3.00', '.3.00', '.3.00', '.3.01']"
.0.114,早期,"['.2.01', '.2.02', '.3.01']"
.0.115,外周血,"['.2.01', '.2.01']"
.0.116,白细胞,"['.2.01', '.3.01']"
.0.117,总数,"['.2.01', '.3.01']"
.0.118,减低,['.2.01']
.0.119,淋巴细胞,"['.2.01', '.2.01', '.3.01']"
.0.120,计数,"['.2.01', '.3.01']"
.0.121,减少,"['.2.01', '.2.01', '.3.01']"
.0.122,肝酶,"['.2.01', '.2.07']"
.0.123,肌酶,['.2.01']
.0.124,肌红蛋白,['.2.01']
.0.125,增高,['.2.01']
.0.126,血沉,['.2.01']
.0.127,升高,"['.2.01', '.2.01']"
.0.128,降钙素,['.2.01']
.0.129,二聚体,['.2.01']
.0.130,进行性,['.2.01']
.2.02,胸部影像学,['.1.01']
.0.131,呈现,['.2.02']
.0.132,多发,"['.2.02', '.2.02']"
.0.133,小斑片,['.2.02']
.0.134,影及,['.2.02']
.0.135,间质,['.2.02']
.0.136,改变,['.2.02']
.0.137,以肺,['.2.02']
.0.138,外带,['.2.02']
.0.139,发展,['.2.02']
.0.140,双肺,['.2.02']
.0.141,玻璃,['.2.02']
.0.142,浸润,['.2.02']
.0.143,肺实变,['.2.02']
.0.144,胸腔,['.2.02']
.0.145,积液,['.2.02']
.1.02,病例定义,['none']
.2.03,疑似病例（原观察病例）,['.1.02']
.3.00,流行病学史,['.2.03']
.0.146,两周,['.3.00']
.0.147,内有,['.3.00']
.0.148,旅行,['.3.00']
.0.149,居住,['.3.00']
.0.150,接触,"['.3.00', '.2.10']"
.0.151,武汉,['.3.00']
.0.152,伴有,['.3.00']
.0.153,聚集,['.3.00']
.3.01,临床表现,['.2.03']
.0.154,影像学,"['.3.01', '.2.05', '.2.07', '.2.07', '.1.06']"
.0.155,特征,['.3.01']
.0.156,降低,"['.3.01', '.2.08']"
.2.04,确诊病例,['.1.02']
.0.157,符合,"['.2.04', '.2.06', '.1.04']"
.0.158,疑似病例,"['.2.04', '.1.04', '.1.04', '.1.05']"
.0.159,标准,"['.2.04', '.2.09']"
.0.160,基础,"['.2.04', '.2.08', '.2.08', '.2.08']"
.0.161,拭子,['.2.04']
.0.162,分泌物,"['.2.04', '.2.08', '.2.10']"
.0.163,标本,"['.2.04', '.1.04']"
.0.164,实时,['.2.04']
.0.165,荧光,['.2.04']
.0.166,RT,['.2.04']
.0.167,PCR,['.2.04']
.0.168,检测,"['.2.04', '.1.04', '.1.04', '.1.06']"
.0.169,核酸,"['.2.04', '.1.04', '.1.06']"
.0.170,阳性,['.2.04']
.0.171,病毒基因,['.2.04']
.0.172,测序,['.2.04']
.0.173,高度,['.2.04']
.0.174,同源,['.2.04']
.2.05,重症病例,['.1.02']
.0.175,情况,"['.2.05', '.2.05', '.2.06', '.2.07']"
.0.176,频率,['.2.05']
.0.177,增快,['.2.05']
.0.178,口唇,['.2.05']
.0.179,紫绀,['.2.05']
.0.180,或吸,['.2.05']
.0.181,空气,['.2.05']
.0.182,指氧,"['.2.05', '.2.07']"
.0.183,饱和度,"['.2.05', '.2.07', '.2.07']"
.0.184,95%,['.2.05']
.0.185,动脉血,"['.2.05', '.2.07']"
.0.186,氧分压,['.2.05']
.0.187,PaO2,['.2.05']
.0.188,吸氧,['.2.05']
.0.189,浓度,['.2.05']
.0.190,FiO2,['.2.05']
.0.191,300mmHg,['.2.05']
.0.192,mmHg,['.2.05']
.0.193,0.133,['.2.05']
.0.194,kPa,['.2.05']
.0.195,肺部,"['.2.05', '.1.06']"
.0.196,显示,"['.2.05', '.1.06']"
.0.197,多叶,['.2.05']
.0.198,病变,['.2.05']
.0.199,小时,"['.2.05', '.1.04', '.2.08']"
.0.200,病灶,['.2.05']
.0.201,50%,['.2.05']
.0.202,qSOFA,['.2.05']
.0.203,评分,"['.2.05', '.2.05']"
.0.204,序贯,['.2.05']
.0.205,性器官,['.2.05']
.0.206,功能,"['.2.05', '.2.06', '.2.07', '.2.08']"
.0.207,衰竭,"['.2.05', '.2.06']"
.0.208,评估,['.2.05']
.0.209,CURB,['.2.05']
.0.210,合并,"['.2.05', '.2.06']"
.0.211,气胸,['.2.05']
.0.212,住院治疗,['.2.05']
.0.213,临床,['.2.05']
.2.06,危重症病例,['.1.02']
.0.214,呼吸衰竭,['.2.06']
.0.215,器官,"['.2.06', '.2.08']"
.0.216,ICU,"['.2.06', '.1.05']"
.0.217,监护,['.2.06']
.0.218,治疗,"['.2.06', '.1.04', '.1.05', '.1.05', '.1.05', '.1.05', '.2.07', '.2.07', '.2.07', '.2.07', '.2.08', '.2.08', '.2.08', '.1.06']"
.1.03,鉴别诊断,['none']
.0.219,流感病毒,"['.1.03', '.1.03']"
.0.220,腺病毒,['.1.03']
.0.221,合胞,['.1.03']
.0.222,病毒性,"['.1.03', '.1.04']"
.0.223,鉴别,"['.1.03', '.1.03', '.1.03']"
.0.224,支原体,['.1.03']
.0.225,衣原体,['.1.03']
.0.226,细菌性,['.1.03']
.0.227,与非,['.1.03']
.0.228,感染性,"['.1.03', '.2.10']"
.0.229,疾病,"['.1.03', '.2.08', '.1.06', '.2.10']"
.0.230,血管炎,['.1.03']
.0.231,皮肌炎,['.1.03']
.0.232,机化,['.1.03']
.0.233,性肺炎,['.1.03']
.1.04,病例的发现与报告,['none']
.0.234,各类,['.1.04']
.0.235,医疗机构,"['.1.04', '.1.04', '.1.04']"
.0.236,医务人员,"['.1.04', '.2.09', '.2.10', '.2.10', '.2.11', '.2.11']"
.0.237,发现,['.1.04']
.0.238,病例,"['.1.04', '.1.05', '.1.05', '.1.05']"
.0.239,定义,['.1.04']
.0.240,应立即,['.1.04']
.0.241,隔离,"['.1.04', '.1.05', '.1.05', '.1.05', '.1.06', '.2.10', '.2.10', '.2.11', '.2.11']"
.0.242,报告,['.1.04']
.0.243,部门,['.1.04']
.0.244,辖区,['.1.04']
.0.245,疾控中心,"['.1.04', '.1.04']"
.0.246,组织,['.1.04']
.0.247,院内,['.1.04']
.0.248,或区,['.1.04']
.0.249,专家,['.1.04']
.0.250,会诊,['.1.04']
.0.251,常见,['.1.04']
.0.252,病原体,['.1.04']
.0.253,所致,['.1.04']
.0.254,采集,"['.1.04', '.2.10']"
.0.255,卫生,"['.1.04', '.2.09', '.2.11']"
.0.256,健康,['.1.04']
.0.257,行政部门,['.1.04']
.0.258,病原,"['.1.04', '.1.04', '.1.06']"
.0.259,连续,"['.1.04', '.1.06']"
.0.260,两次,"['.1.04', '.1.06']"
.0.261,阴性,"['.1.04', '.1.06']"
.0.262,采样,"['.1.04', '.1.06']"
.0.263,时间,"['.1.04', '.1.06']"
.0.264,至少,"['.1.04', '.1.06']"
.0.265,间隔,"['.1.04', '.1.06']"
.0.266,方可,['.1.04']
.0.267,排除,['.1.04']
.1.05,治疗,['none']
.0.268,病情严重,['.1.05']
.0.269,程度,"['.1.05', '.2.07']"
.0.270,场所,['.1.05']
.0.271,疑似,['.1.05']
.0.272,确诊,"['.1.05', '.1.05']"
.0.273,具备,['.1.05']
.0.274,条件,"['.1.05', '.1.05']"
.0.275,防护,"['.1.05', '.1.07', '.2.09', '.2.10', '.2.10', '.2.10', '.2.10', '.2.10', '.2.10', '.2.11']"
.0.276,定点医院,['.1.05']
.0.277,单人,['.1.05']
.0.278,单间,['.1.05']
.0.279,收治,"['.1.05', '.2.11']"
.0.280,病室,['.1.05']
.0.281,收入,['.1.05']
.2.07,一般治疗,['.1.05']
.0.282,卧床,['.2.07']
.0.283,休息,['.2.07']
.0.284,支持,"['.2.07', '.2.08', '.2.08', '.2.08']"
.0.285,保证,['.2.07']
.0.286,热量,['.2.07']
.0.287,电解质,['.2.07']
.0.288,平衡,['.2.07']
.0.289,环境,"['.2.07', '.2.09']"
.0.290,稳定,"['.2.07', '.2.08']"
.0.291,监测,"['.2.07', '.2.07', '.2.07', '.2.08']"
.0.292,生命,['.2.07']
.0.293,体征,['.2.07']
.0.294,血常规,['.2.07']
.0.295,尿常规,['.2.07']
.0.296,CRP,['.2.07']
.0.297,生化,['.2.07']
.0.298,指标,['.2.07']
.0.299,心肌,['.2.07']
.0.300,肾功能,['.2.07']
.0.301,分析,['.2.07']
.0.302,复查,['.2.07']
.0.303,胸部,"['.2.07', '.2.07']"
.0.304,变化,['.2.07']
.0.305,给予,['.2.07']
.0.306,氧疗,"['.2.07', '.2.07']"
.0.307,措施,['.2.07']
.0.308,导管,['.2.07']
.0.309,面罩,['.2.07']
.0.310,时经,['.2.07']
.0.311,鼻高,['.2.07']
.0.312,流量,['.2.07']
.0.313,无创,"['.2.07', '.2.08', '.2.08']"
.0.314,机械,"['.2.07', '.2.08', '.2.08', '.2.08']"
.0.315,通气,"['.2.07', '.2.08', '.2.08', '.2.08', '.2.08', '.2.08', '.2.08']"
.0.316,抗病毒,"['.2.07', '.2.07']"
.0.317,尚无,['.2.07']
.0.318,药物,"['.2.07', '.2.07', '.2.07', '.2.07', '.2.07', '.2.08']"
.0.319,试用,['.2.07']
.0.320,干扰素,['.2.07']
.0.321,雾化,['.2.07']
.0.322,吸入,['.2.07']
.0.323,成人,['.2.07']
.0.324,每次,"['.2.07', '.2.07']"
.0.325,500,['.2.07']
.0.326,灭菌,['.2.07']
.0.327,注射,['.2.07']
.0.328,用水,['.2.07']
.0.329,2ml,['.2.07']
.0.330,每日,['.2.07']
.0.331,洛匹,['.2.07']
.0.332,利托,['.2.07']
.0.333,一日,['.2.07']
.0.334,二次,['.2.07']
.0.335,抗菌,"['.2.07', '.2.07', '.2.07']"
.0.336,盲目,['.2.07']
.0.337,恰当,['.2.07']
.0.338,联合,['.2.07']
.0.339,广谱抗,['.2.07']
.0.340,细菌学,['.2.07']
.0.341,继发,"['.2.07', '.2.08']"
.0.342,细菌,['.2.07']
.0.343,证据,['.2.07']
.0.344,酌情,['.2.07']
.0.345,短期内,['.2.07']
.0.346,皮质激素,['.2.07']
.0.347,建议,['.2.07']
.0.348,剂量,['.2.07']
.0.349,超过,['.2.07']
.0.350,相当于,['.2.07']
.0.351,甲泼,['.2.07']
.0.352,尼龙,['.2.07']
.0.353,mg,['.2.07']
.0.354,kg,['.2.07']
.0.355,中医药,['.2.07']
.0.356,症候,['.2.07']
.0.357,辨证,['.2.07']
.0.358,施治,['.2.07']
.2.08,重症、危重症病例的治疗,['.1.05']
.0.359,原则,"['.2.08', '.2.09']"
.0.360,对症,['.2.08']
.0.361,防治,['.2.08']
.0.362,并发症,['.2.08']
.0.363,预防,"['.2.08', '.2.09']"
.0.364,改善,"['.2.08', '.2.08']"
.0.365,耐受,['.2.08']
.0.366,气道,"['.2.08', '.2.10']"
.0.367,增多,['.2.08']
.0.368,剧烈,['.2.08']
.0.369,咳嗽,['.2.08']
.0.370,血流,"['.2.08', '.2.08']"
.0.371,动力学,"['.2.08', '.2.08']"
.0.372,过渡,['.2.08']
.0.373,有创,['.2.08']
.0.374,潮气量,['.2.08']
.0.375,保护性,['.2.08']
.0.376,策略,['.2.08']
.0.377,呼吸机,['.2.08']
.0.378,损伤,['.2.08']
.0.379,俯卧,['.2.08']
.0.380,肺复,['.2.08']
.0.381,体外,['.2.08']
.0.382,氧合,['.2.08']
.0.383,ECMO,['.2.08']
.0.384,循环,['.2.08']
.0.385,液体,['.2.08']
.0.386,复苏,['.2.08']
.0.387,微循环,['.2.08']
.0.388,血管,['.2.08']
.0.389,活性,['.2.08']
.1.06,解除隔离和出院标准,['none']
.0.390,体温,['.1.06']
.0.391,恢复正常,['.1.06']
.0.392,明显好转,['.1.06']
.0.393,炎症,['.1.06']
.0.394,吸收,['.1.06']
.0.395,解除,['.1.06']
.0.396,出院,['.1.06']
.0.397,科室,['.1.06']
.1.07,转运原则,['none']
.0.398,运送,"['.1.07', '.1.07']"
.0.399,专用车辆,['.1.07']
.0.400,做好,"['.1.07', '.2.09']"
.0.401,人员,"['.1.07', '.2.11']"
.0.402,车辆,['.1.07']
.0.403,消毒,"['.1.07', '.2.09']"
.1.08,医院感染控制,['none']
.2.09,严格执行标准预防,['.1.08']
.0.404,医疗,"['.2.09', '.2.09']"
.0.405,操作,"['.2.09', '.2.10']"
.0.406,传播,['.2.09']
.0.407,风险,['.2.09']
.0.408,病区,"['.2.09', '.2.11']"
.0.409,管理,"['.2.09', '.2.09']"
.0.410,通风,['.2.09']
.0.411,物体,['.2.09']
.0.412,清洁,['.2.09']
.0.413,废弃物,['.2.09']
.0.414,医院,"['.2.09', '.2.09']"
.0.415,控制,['.2.09']
.0.416,工作,"['.2.09', '.2.10', '.2.10']"
.0.417,发生,"['.2.09', '.2.10']"
.2.10,医务人员个人防护,['.1.08']
.0.418,诊疗,"['.2.10', '.2.10']"
.0.419,活动,"['.2.10', '.2.10']"
.0.420,期间,['.2.10']
.0.421,佩戴,"['.2.10', '.2.10']"
.0.422,医用,"['.2.10', '.2.10', '.2.10', '.2.10', '.2.10', '.2.10']"
.0.423,口罩,"['.2.10', '.2.10', '.2.10', '.2.10', '.2.10', '.2.10']"
.0.424,预检分,['.2.10']
.0.425,诊处,['.2.10']
.0.426,工作服,"['.2.10', '.2.10']"
.0.427,外科,"['.2.10', '.2.10', '.2.10']"
.0.428,门诊,"['.2.10', '.2.10']"
.0.429,呼吸科,['.2.10']
.0.430,隔离病房,['.2.10']
.0.431,日常,['.2.10']
.0.432,查房,['.2.10']
.0.433,一次性,"['.2.10', '.2.10']"
.0.434,样本,['.2.10']
.0.435,护目镜,"['.2.10', '.2.10']"
.0.436,面屏,"['.2.10', '.2.10']"
.0.437,血液,['.2.10']
.0.438,体液,['.2.10']
.0.439,排泄物,['.2.10']
.0.440,加戴,['.2.10']
.0.441,乳胶手套,"['.2.10', '.2.10']"
.0.442,气管,['.2.10']
.0.443,插管,['.2.10']
.0.444,支气管镜,['.2.10']
.0.445,检查,['.2.10']
.0.446,护理,['.2.10']
.0.447,气溶胶,['.2.10']
.0.448,喷溅,['.2.10']
.0.449,防护服,['.2.10']
.0.450,渗透,['.2.10']
.0.451,头罩,['.2.10']
.0.452,穿脱,"['.2.10', '.2.10']"
.0.453,流程,['.2.10']
.0.454,装备,"['.2.10', '.2.10']"
.0.455,禁止,['.2.10']
.0.456,穿着,['.2.10']
.0.457,离开,['.2.10']
.0.458,污染区,['.2.10']
.0.459,分区,['.2.10']
.0.460,交叉,['.2.10']
.0.461,污染,['.2.10']
.0.462,陪同,['.2.10']
.0.463,家属,['.2.10']
.2.11,其他注意事项,['.1.08']
.0.464,通道,"['.2.11', '.2.11']"
.0.465,分开,['.2.11']
.0.466,设置,['.2.11']
.0.467,缓冲区,['.2.11']
.0.468,手套,['.2.11']
.0.469,严格执行,['.2.11']
.0.470,探视,"['.2.11', '.2.11', '.2.11']"
.0.471,制度,['.2.11']
.0.472,确需,['.2.11']
.0.473,指导,['.2.11']
