id,word,parents
.0.70,情况,"['.2.01', '.2.03', '.2.11', '.3.04', '.1.08', '.3.08', '.3.08', '.3.08', '.3.11', '.3.12']"
.2.02,易感染人群,['.1.01']
.0.71,人群,['.2.02']
.1.02,临床特点,['none']
.2.03,临床表现,['.1.02']
.0.72,流行病学,"['.2.03', '.3.01', '.3.01']"
.0.73,调查,['.2.03']
.0.74,潜伏期,['.2.03']
.0.75,多为,['.2.03']
.0.76,发热,"['.2.03', '.2.03', '.3.00', '.2.09', '.2.15', '.3.08', '.3.08', '.3.09', '.3.09', '.3.10', '.3.11']"
.0.77,干咳,"['.2.03', '.3.10', '.3.13']"
.0.78,乏力,"['.2.03', '.2.03', '.2.15', '.2.15', '.3.09', '.3.09', '.3.10', '.3.13', '.3.13']"
.0.79,表现,"['.2.03', '.2.03', '.2.03', '.2.08', '.2.09', '.1.05']"
.0.80,伴有,"['.2.03', '.3.09']"
.0.81,鼻塞,['.2.03']
.0.82,流涕,['.2.03']
.0.83,咽痛,"['.2.03', '.3.09']"
.0.84,肌痛,['.2.03']
.0.85,腹泻,"['.2.03', '.2.13']"
.0.86,症状,"['.2.03', '.2.03', '.3.00', '.2.08', '.2.09', '.3.08', '.3.08', '.3.11', '.3.12', '.2.17']"
.0.87,重症,['.2.03']
.0.88,发病,"['.2.03', '.2.04', '.3.00', '.3.00', '.3.00', '.3.01']"
.0.89,一周,['.2.03']
.0.90,呼吸困难,"['.2.03', '.3.12']"
.0.91,低氧,"['.2.03', '.3.04', '.3.04']"
.0.92,血症,"['.2.03', '.3.04', '.3.04']"
.0.93,严重者,"['.2.03', '.2.04', '.2.05']"
.0.94,快速,['.2.03']
.0.95,进展,"['.2.03', '.2.10', '.3.06', '.3.07']"
.0.96,急性,"['.2.03', '.2.17']"
.0.97,呼吸,"['.2.03', '.3.04', '.3.04']"
.0.98,窘迫,"['.2.03', '.3.04', '.3.04']"
.0.99,综合征,"['.2.03', '.3.12']"
.0.100,脓毒症,['.2.03']
.0.101,休克,"['.2.03', '.2.11', '.3.12']"
.0.102,难以,['.2.03']
.0.103,纠正,['.2.03']
.0.104,代谢性,['.2.03']
.0.105,酸中毒,['.2.03']
.0.106,凝血,"['.2.03', '.2.13']"
.0.107,功能障碍,['.2.03']
.0.108,器官,"['.2.03', '.2.11', '.2.14']"
.0.109,功能,"['.2.03', '.2.11', '.2.13', '.2.14', '.3.12', '.2.18']"
.0.110,衰竭,"['.2.03', '.2.11', '.3.12']"
.0.111,值得注意,['.2.03']
.0.112,重型,"['.2.03', '.2.04', '.2.10', '.3.04', '.3.06', '.3.08', '.3.12']"
.0.113,危重,"['.2.03', '.2.03', '.2.04', '.2.04', '.3.03', '.3.06', '.3.08', '.3.12']"
.0.114,病程,['.2.03']
.0.115,中可为,['.2.03']
.0.116,低热,"['.2.03', '.2.03', '.3.09', '.3.10', '.3.13']"
.0.117,轻型,"['.2.03', '.1.05', '.3.08']"
.0.118,轻微,"['.2.03', '.2.08']"
.0.119,肺炎,"['.2.03', '.3.01', '.2.08', '.2.09', '.1.05', '.1.05', '.1.05', '.3.06', '.3.08', '.1.10', '.1.11']"
.0.120,收治,"['.2.03', '.3.02']"
.0.121,病例,"['.2.03', '.2.03', '.3.00', '.3.00', '.1.06', '.3.02', '.3.02', '.3.03', '.1.10']"
.0.122,预后,"['.2.03', '.2.03']"
.0.123,病情,"['.2.03', '.2.13', '.3.04', '.3.06', '.1.08']"
.0.124,老年人,['.2.03']
.0.125,慢性,['.2.03']
.0.126,基础,"['.2.03', '.2.14', '.2.14', '.3.05', '.3.08', '.3.08']"
.0.127,疾病,"['.2.03', '.2.14']"
.0.128,较差,['.2.03']
.0.129,儿童,['.2.03']
.2.04,实验室检查,['.1.02']
.0.130,早期,"['.2.04', '.2.05', '.3.01']"
.0.131,外周血,"['.2.04', '.2.04']"
.0.132,白细胞,"['.2.04', '.3.01']"
.0.133,总数,"['.2.04', '.3.01']"
.0.134,减少,"['.2.04', '.2.04', '.2.04', '.3.01', '.3.04', '.2.18']"
.0.135,淋巴细胞,"['.2.04', '.2.04', '.3.01']"
.0.136,计数,"['.2.04', '.3.01']"
.0.137,肝酶,"['.2.04', '.2.13']"
.0.138,乳酸,['.2.04']
.0.139,脱氢酶,['.2.04']
.0.140,LDH,['.2.04']
.0.141,肌酶,['.2.04']
.0.142,肌红蛋白,['.2.04']
.0.143,增高,"['.2.04', '.2.04']"
.0.144,肌钙蛋白,['.2.04']
.0.145,蛋白,['.2.04']
.0.146,CRP,"['.2.04', '.2.13']"
.0.147,血沉,['.2.04']
.0.148,升高,"['.2.04', '.2.04', '.2.04']"
.0.149,降钙素,['.2.04']
.0.150,二聚体,['.2.04']
.0.151,进行性,"['.2.04', '.3.07']"
.0.152,常有,['.2.04']
.0.153,炎症,"['.2.04', '.3.07', '.3.07', '.3.12']"
.0.154,因子,['.2.04']
.0.155,鼻咽,['.2.04']
.0.156,拭子,['.2.04']
.0.157,分泌物,"['.2.04', '.2.04']"
.0.158,血液,"['.2.04', '.3.07', '.3.07']"
.0.159,粪便,['.2.04']
.0.160,标本,"['.2.04', '.2.04', '.1.06', '.2.17']"
.0.161,检测,"['.2.04', '.2.04', '.3.00', '.2.07', '.1.06', '.1.06', '.1.06', '.2.13', '.2.17']"
.0.162,核酸,"['.2.04', '.2.04', '.3.00', '.2.07', '.1.06', '.2.17']"
.0.163,提高,['.2.04']
.0.164,阳性率,['.2.04']
.0.165,建议,"['.2.04', '.1.06', '.2.13', '.2.13', '.3.04', '.3.07', '.2.18', '.2.18']"
.0.166,留取,['.2.04']
.0.167,实施,['.2.04']
.0.168,气管,"['.2.04', '.3.04']"
.0.169,插管,"['.2.04', '.3.04']"
.0.170,采集,"['.2.04', '.2.04', '.1.06']"
.0.171,送检,['.2.04']
.2.05,胸部影像学,['.1.02']
.0.172,呈现,['.2.05']
.0.173,多发,"['.2.05', '.2.05']"
.0.174,小斑片,['.2.05']
.0.175,影及,['.2.05']
.0.176,间质,['.2.05']
.0.177,改变,['.2.05']
.0.178,以肺,['.2.05']
.0.179,外带,['.2.05']
.0.180,发展,['.2.05']
.0.181,双肺,['.2.05']
.0.182,玻璃,['.2.05']
.0.183,浸润,['.2.05']
.0.184,肺实变,['.2.05']
.0.185,胸腔,['.2.05']
.0.186,积液,['.2.05']
.0.187,少见,['.2.05']
.1.03,诊断标准,['none']
.2.06,疑似病例,['.1.03']
.3.00,流行病学史,['.2.06']
.0.188,天内,"['.3.00', '.3.00', '.3.00']"
.0.189,武汉市,"['.3.00', '.3.00']"
.0.190,周边地区,"['.3.00', '.3.00']"
.0.191,报告,"['.3.00', '.3.00']"
.0.192,社区,"['.3.00', '.3.00']"
.0.193,旅行,['.3.00']
.0.194,居住,"['.3.00', '.2.18']"
.0.195,冠状,"['.3.00', '.1.06']"
.0.196,病毒感染者,"['.3.00', '.1.06']"
.0.197,阳性者,['.3.00']
.0.198,接触,"['.3.00', '.3.00']"
.3.01,临床表现,['.2.06']
.0.199,影像学,"['.3.01', '.2.08', '.2.09', '.2.10', '.2.13', '.3.07', '.2.17']"
.0.200,降低,['.3.01']
.0.201,史中,['.3.01']
.0.202,一条,"['.3.01', '.2.10']"
.0.203,符合,"['.3.01', '.3.01', '.2.10', '.2.11', '.1.06']"
.0.204,临床表现,"['.3.01', '.3.01', '.2.15', '.2.15', '.3.09', '.3.09', '.3.10', '.3.10', '.3.11', '.3.11', '.3.12', '.3.13', '.3.13']"
.0.205,任意,['.3.01']
.2.07,确诊病例,['.1.03']
.0.206,疑似病例,"['.2.07', '.1.06', '.1.06', '.1.06', '.3.02']"
.0.207,具备,"['.2.07', '.3.02']"
.0.208,病原学,"['.2.07', '.1.06']"
.0.209,证据,['.2.07']
.0.210,实时,['.2.07']
.0.211,荧光,['.2.07']
.0.212,RT,['.2.07']
.0.213,PCR,['.2.07']
.0.214,阳性,"['.2.07', '.1.06']"
.0.215,病毒基因,['.2.07']
.0.216,测序,['.2.07']
.0.217,已知,"['.2.07', '.1.05']"
.0.218,高度,['.2.07']
.0.219,同源,['.2.07']
.1.04,临床分型,['none']
.2.08,轻型,['.1.04']
.0.220,临床,"['.2.08', '.2.13', '.3.06', '.3.11', '.3.12']"
.0.221,未见,['.2.08']
.2.09,普通型,['.1.04']
.2.10,重型,['.1.04']
.0.222,气促,"['.2.10', '.3.10']"
.0.223,RR,['.2.10']
.0.224,静息,['.2.10']
.0.225,状态,['.2.10']
.0.226,指氧,"['.2.10', '.2.13']"
.0.227,饱和度,"['.2.10', '.2.13']"
.0.228,93%,['.2.10']
.0.229,动脉血,"['.2.10', '.2.13']"
.0.230,氧分压,['.2.10']
.0.231,Pa02,"['.2.10', '.2.10', '.2.10']"
.0.232,吸氧,"['.2.10', '.3.04']"
.0.233,浓度,['.2.10']
.0.234,Fi02,"['.2.10', '.2.10']"
.0.235,300mmHg,['.2.10']
.0.236,1mmHg,['.2.10']
.0.237,133kPa,['.2.10']
.0.238,海拔,"['.2.10', '.2.10']"
.0.239,超过,"['.2.10', '.2.13', '.2.13', '.2.13', '.2.13', '.3.07']"
.0.240,1000,['.2.10']
.0.241,地区,['.2.10']
.0.242,公式,['.2.10']
.0.243,校正,['.2.10']
.0.244,Fi02x,['.2.10']
.0.245,气压,['.2.10']
.0.246,mmHg,['.2.10']
.0.247,760,['.2.10']
.0.248,肺部,"['.2.10', '.2.17']"
.0.249,病灶,['.2.10']
.0.250,50%,['.2.10']
.0.251,管理,['.2.10']
.2.11,危重型,['.1.04']
.0.252,呼吸衰竭,['.2.11']
.0.253,机械,"['.2.11', '.3.04', '.3.04', '.3.04', '.3.04', '.3.12']"
.0.254,通气,"['.2.11', '.3.04', '.3.04', '.3.04', '.3.04', '.3.04', '.3.04', '.3.04', '.3.04', '.3.12']"
.0.255,合并,"['.2.11', '.3.12']"
.0.256,ICU,"['.2.11', '.3.03']"
.0.257,监护,['.2.11']
.0.258,治疗,"['.2.11', '.1.06', '.3.02', '.3.02', '.3.03', '.2.13', '.2.13', '.2.13', '.2.14', '.2.14', '.2.14', '.3.04', '.3.06', '.3.07']"
.1.05,鉴别诊断,['none']
.0.259,上呼吸道,['.1.05']
.0.260,鉴别,"['.1.05', '.1.05']"
.0.261,流感病毒,['.1.05']
.0.262,腺病毒,['.1.05']
.0.263,合胞,['.1.05']
.0.264,病毒性,['.1.05']
.0.265,支原体,['.1.05']
.1.06,病例的发现与报告,['none']
.0.266,各类,['.1.06']
.0.267,医疗机构,"['.1.06', '.2.18', '.1.11']"
.0.268,医务人员,['.1.06']
.0.269,定义,['.1.06']
.0.270,单人间,['.1.06']
.0.271,隔离,"['.1.06', '.3.02', '.3.02', '.3.02', '.2.17']"
.0.272,院内,['.1.06']
.0.273,专家,['.1.06']
.0.274,会诊,"['.1.06', '.1.06']"
.0.275,或主诊,['.1.06']
.0.276,医师,"['.1.06', '.1.08']"
.0.277,网络,['.1.06']
.0.278,直报,['.1.06']
.0.279,确保,['.1.06']
.0.280,转运,"['.1.06', '.1.06', '.1.10']"
.0.281,前提,['.1.06']
.0.282,定点医院,"['.1.06', '.3.02', '.2.18']"
.0.283,常见,"['.1.06', '.1.11']"
.0.284,病原,['.1.06']
.1.07,治疗,['none']
.2.12,根据病情确定治疗场所,['.1.07']
.3.02,疑似病例和确诊病例,['.2.12']
.0.285,疑似,['.3.02']
.0.286,确诊,"['.3.02', '.3.02']"
.0.287,条件,"['.3.02', '.3.02', '.3.04', '.3.07', '.3.08', '.2.18']"
.0.288,防护,"['.3.02', '.1.11']"
.0.289,单人,"['.3.02', '.2.18']"
.0.290,单间,['.3.02']
.0.291,可多人,['.3.02']
.0.292,病室,['.3.02']
.3.03,危重型病例,['.2.12']
.0.293,收入,['.3.03']
.2.13,一般治疗,['.1.07']
.0.294,卧床,['.2.13']
.0.295,休息,['.2.13']
.0.296,支持,"['.2.13', '.2.14']"
.0.297,保证,['.2.13']
.0.298,热量,['.2.13']
.0.299,电解质,['.2.13']
.0.300,平衡,['.2.13']
.0.301,稳定,['.2.13']
.0.302,监测,"['.2.13', '.2.13', '.3.05', '.2.18']"
.0.303,生命,['.2.13']
.0.304,体征,['.2.13']
.0.305,血常规,['.2.13']
.0.306,尿常规,['.2.13']
.0.307,生化,['.2.13']
.0.308,指标,"['.2.13', '.3.07']"
.0.309,心肌,['.2.13']
.0.310,肾功能,['.2.13']
.0.311,分析,['.2.13']
.0.312,胸部,['.2.13']
.0.313,条件者,"['.2.13', '.2.17']"
.0.314,可行,['.2.13']
.0.315,细胞因子,['.2.13']
.0.316,给予,"['.2.13', '.3.07']"
.0.317,氧疗,"['.2.13', '.2.13', '.3.04', '.3.04', '.3.04', '.3.04']"
.0.318,措施,['.2.13']
.0.319,包括,['.2.13']
.0.320,导管,"['.2.13', '.3.04', '.3.04', '.3.04']"
.0.321,面罩,"['.2.13', '.3.04']"
.0.322,经鼻高,['.2.13']
.0.323,流量,"['.2.13', '.3.04', '.3.04']"
.0.324,抗病毒,"['.2.13', '.2.13']"
.0.325,试用,"['.2.13', '.2.13']"
.0.326,干扰素,"['.2.13', '.2.13']"
.0.327,成人,"['.2.13', '.2.13', '.2.13', '.2.13', '.2.13']"
.0.328,每次,"['.2.13', '.2.13', '.3.08', '.3.11', '.3.11']"
.0.329,500,['.2.13']
.0.330,剂量,"['.2.13', '.3.07', '.3.07', '.1.08', '.3.12']"
.0.331,灭菌,['.2.13']
.0.332,注射,['.2.13']
.0.333,用水,['.2.13']
.0.334,2m1,['.2.13']
.0.335,每日,"['.2.13', '.2.13', '.2.13', '.2.13', '.2.13', '.3.07', '.3.09', '.3.09', '.3.10', '.3.10', '.3.11', '.3.11', '.3.11', '.3.13', '.3.13']"
.0.336,雾化,['.2.13']
.0.337,吸入,['.2.13']
.0.338,洛匹,"['.2.13', '.2.13']"
.0.339,利托,"['.2.13', '.2.13', '.2.13']"
.0.340,200mg,"['.2.13', '.2.13']"
.0.341,50mg,['.2.13']
.0.342,疗程,"['.2.13', '.2.13', '.2.13', '.2.13', '.3.08', '.3.08', '.3.08']"
.0.343,利巴韦,['.2.13']
.0.344,或洛匹,['.2.13']
.0.345,联合,"['.2.13', '.2.13', '.3.11', '.3.11', '.3.12', '.3.12']"
.0.346,500mg,"['.2.13', '.2.13']"
.0.347,静脉,"['.2.13', '.3.07']"
.0.348,输注,['.2.13']
.0.349,磷酸,['.2.13']
.0.350,氯喹,['.2.13']
.0.351,阿比,['.2.13']
.0.352,多尔,['.2.13']
.0.353,相关,"['.2.13', '.2.13', '.3.04']"
.0.354,恶心,"['.2.13', '.3.09', '.3.11']"
.0.355,呕吐,"['.2.13', '.3.09']"
.0.356,肝功能,['.2.13']
.0.357,损害,['.2.13']
.0.358,不良反应,['.2.13']
.0.359,药物,"['.2.13', '.2.13', '.2.13', '.2.13', '.2.13', '.2.13', '.2.13', '.3.05', '.3.11', '.3.12']"
.0.360,相互作用,['.2.13']
.0.361,进一步,['.2.13']
.0.362,评价,['.2.13']
.0.363,疗效,['.2.13']
.0.364,种及,['.2.13']
.0.365,耐受,['.2.13']
.0.366,毒副作用,['.2.13']
.0.367,时应,['.2.13']
.0.368,停止使用,['.2.13']
.0.369,抗菌,"['.2.13', '.2.13']"
.0.370,盲目,['.2.13']
.0.371,恰当,['.2.13']
.0.372,广谱抗,['.2.13']
.2.14,重型和危重型病例治疗,['.1.07']
.0.373,原则,"['.2.14', '.3.12']"
.0.374,对症,['.2.14']
.0.375,防治,['.2.14']
.0.376,并发症,['.2.14']
.0.377,预防,"['.2.14', '.3.07', '.1.11']"
.0.378,继发,"['.2.14', '.3.07']"
.3.04,呼吸支持:,['.2.14']
.0.379,接受,"['.3.04', '.3.04']"
.0.380,评估,['.3.04']
.0.381,缓解,"['.3.04', '.3.04']"
.0.382,无创,"['.3.04', '.3.04']"
.0.383,标准,['.3.04']
.0.384,短时间,['.3.04']
.0.385,改善,"['.3.04', '.3.05']"
.0.386,恶化,"['.3.04', '.3.07']"
.0.387,有创,['.3.04']
.0.388,采用,['.3.04']
.0.389,保护性,['.3.04']
.0.390,策略,['.3.04']
.0.391,潮气量,['.3.04']
.0.392,8m1,['.3.04']
.0.393,kg,"['.3.04', '.3.07']"
.0.394,理想,['.3.04']
.0.395,体重,['.3.04']
.0.396,吸气,['.3.04']
.0.397,压力,['.3.04']
.0.398,平台,['.3.04']
.0.399,30cmH20,['.3.04']
.0.400,呼吸机,['.3.04']
.0.401,损伤,['.3.04']
.0.402,人机,['.3.04']
.0.403,同步,['.3.04']
.0.404,镇静,['.3.04']
.0.405,肌松剂,['.3.04']
.0.406,挽救,['.3.04']
.0.407,ARDS,['.3.04']
.0.408,肺复,['.3.04']
.0.409,人力资源,['.3.04']
.0.410,充足,['.3.04']
.0.411,俯卧,"['.3.04', '.3.04']"
.0.412,效果,['.3.04']
.0.413,不佳者,['.3.04']
.0.414,肺氧合,['.3.04']
.0.415,ECMO,['.3.04']
.3.05,循环支持,['.2.14']
.0.416,液体,['.3.05']
.0.417,复苏,['.3.05']
.0.418,微循环,['.3.05']
.0.419,血管,['.3.05']
.0.420,活性,['.3.05']
.0.421,血流,['.3.05']
.0.422,动力学,['.3.05']
.3.06,康复者血浆治疗,['.2.14']
.0.423,用法,"['.3.06', '.3.12', '.3.12']"
.0.424,用量,"['.3.06', '.3.08', '.3.08']"
.0.425,参考,['.3.06']
.0.426,新冠,['.3.06']
.0.427,康复者,['.3.06']
.0.428,恢复期,"['.3.06', '.2.18']"
.0.429,血浆,"['.3.06', '.3.07', '.3.07']"
.0.430,方案,"['.3.06', '.1.08', '.1.10']"
.0.431,试行,"['.3.06', '.1.10', '.1.11']"
.0.432,第一版,"['.3.06', '.1.11']"
.3.07,其他治疗措施,['.2.14']
.0.433,氧合,['.3.07']
.0.434,机体,"['.3.07', '.2.18']"
.0.435,过度,['.3.07']
.0.436,激活状态,['.3.07']
.0.437,酌情,['.3.07']
.0.438,短期内,['.3.07']
.0.439,皮质激素,"['.3.07', '.3.07']"
.0.440,相当于,['.3.07']
.0.441,甲泼,['.3.07']
.0.442,尼龙,['.3.07']
.0.443,2mg,['.3.07']
.0.444,较大,['.3.07']
.0.445,免疫抑制,"['.3.07', '.3.12']"
.0.446,作用,['.3.07']
.0.447,延缓,['.3.07']
.0.448,清除,['.3.07']
.0.449,血必净,"['.3.07', '.3.11', '.3.12']"
.0.450,100m1,['.3.07']
.0.451,肠道,"['.3.07', '.3.07']"
.0.452,生态,['.3.07']
.0.453,调节剂,['.3.07']
.0.454,生态平衡,['.3.07']
.0.455,细菌,"['.3.07', '.3.12']"
.0.456,重危,['.3.07']
.0.457,置换,['.3.07']
.0.458,吸附,['.3.07']
.0.459,灌流,['.3.07']
.0.460,滤过,['.3.07']
.0.461,净化,['.3.07']
.0.462,技术,['.3.07']
.0.463,焦虑,['.3.07']
.0.464,恐惧,['.3.07']
.0.465,情绪,['.3.07']
.0.466,心理,['.3.07']
.0.467,疏导,['.3.07']
.1.08,中医治疗,['none']
.0.468,本病,['.1.08']
.0.469,中医,['.1.08']
.0.470,范畴,['.1.08']
.0.471,感受,['.1.08']
.0.472,疫戾,['.1.08']
.0.473,之气,['.1.08']
.0.474,气候,['.1.08']
.0.475,特点,['.1.08']
.0.476,体质,['.1.08']
.0.477,参照,['.1.08']
.0.478,辨证论治,['.1.08']
.0.479,涉及,['.1.08']
.0.480,药典,['.1.08']
.0.481,指导,['.1.08']
.2.15,医学观察期,['.1.08']
.0.482,胃肠,['.2.15']
.0.483,不适,['.2.15']
.0.484,推荐,"['.2.15', '.2.15', '.3.08', '.3.09', '.3.09', '.3.10', '.3.10', '.3.11', '.3.11', '.3.11', '.3.12', '.3.12', '.3.12', '.3.12', '.3.13', '.3.13']"
.0.485,中成药,"['.2.15', '.2.15', '.3.11', '.3.12']"
.0.486,藿香,"['.2.15', '.3.08', '.3.09', '.3.10', '.3.11', '.3.13']"
.0.487,正气,['.2.15']
.0.488,胶囊,"['.2.15', '.2.15', '.2.15']"
.0.489,口服液,['.2.15']
.0.490,金花,['.2.15']
.0.491,清感,['.2.15']
.0.492,连花清,['.2.15']
.0.493,疏风,['.2.15']
.0.494,解毒,['.2.15']
.2.16,临床治疗期,['.1.08']
.3.08,清肺排毒汤,['.2.16']
.0.495,适用范围,['.3.08']
.0.496,普通型,['.3.08']
.0.497,救治,"['.3.08', '.3.08']"
.0.498,方剂,['.3.08']
.0.499,麻黄,"['.3.08', '.3.09', '.3.10', '.3.10', '.3.11']"
.0.500,9g,"['.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.11', '.3.11', '.3.13']"
.0.501,甘草,"['.3.08', '.3.11', '.3.13']"
.0.502,6g,"['.3.08', '.3.08', '.3.08', '.3.08', '.3.08', '.3.09', '.3.10', '.3.10', '.3.10', '.3.11', '.3.11', '.3.11', '.3.13', '.3.13', '.3.13', '.3.13', '.3.13']"
.0.503,杏仁,"['.3.08', '.3.09', '.3.11']"
.0.504,生石膏,"['.3.08', '.3.08', '.3.08', '.3.09', '.3.10', '.3.11', '.3.11', '.3.13']"
.0.505,30g,"['.3.08', '.3.09', '.3.10', '.3.10', '.3.10', '.3.10', '.3.11', '.3.11', '.3.11', '.3.11', '.3.13']"
.0.506,桂枝,['.3.08']
.0.507,泽泻,['.3.08']
.0.508,猪苓,['.3.08']
.0.509,白术,"['.3.08', '.3.09', '.3.13']"
.0.510,茯苓,"['.3.08', '.3.11', '.3.13']"
.0.511,15g,"['.3.08', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.09', '.3.10', '.3.10', '.3.10', '.3.10', '.3.10', '.3.11', '.3.11', '.3.11', '.3.11', '.3.11', '.3.11', '.3.12', '.3.12', '.3.13', '.3.13', '.3.13', '.3.13', '.3.13', '.3.13']"
.0.512,柴胡,"['.3.08', '.3.09']"
.0.513,16g,['.3.08']
.0.514,黄芩,"['.3.08', '.3.09']"
.0.515,半夏,"['.3.08', '.3.11', '.3.13']"
.0.516,生姜,"['.3.08', '.3.09', '.3.10']"
.0.517,紫菀,['.3.08']
.0.518,冬花,['.3.08']
.0.519,射干,['.3.08']
.0.520,细辛,['.3.08']
.0.521,山药,['.3.08']
.0.522,12g,"['.3.08', '.3.10', '.3.11']"
.0.523,枳实,['.3.08']
.0.524,陈皮,"['.3.08', '.3.10', '.3.13']"
.0.525,服法,"['.3.08', '.3.09', '.3.09', '.3.10', '.3.10', '.3.11', '.3.11', '.3.13', '.3.13']"
.0.526,传统,['.3.08']
.0.527,中药饮片,['.3.08']
.0.528,水煎服,"['.3.08', '.3.11', '.3.11']"
.0.529,一付,['.3.08']
.0.530,早晚,"['.3.08', '.3.09', '.3.10', '.3.10', '.3.13', '.3.13']"
.0.531,两次,"['.3.08', '.2.17']"
.0.532,饭后,['.3.08']
.0.533,四十分钟,['.3.08']
.0.534,温服,['.3.08']
.0.535,三付,['.3.08']
.0.536,完药,['.3.08']
.0.537,可加服,['.3.08']
.0.538,大米,['.3.08']
.0.539,半碗,['.3.08']
.0.540,舌干,['.3.08']
.0.541,津液,['.3.08']
.0.542,亏虚者,['.3.08']
.0.543,多服,['.3.08']
.0.544,一碗,['.3.08']
.0.545,壮热,['.3.08']
.0.546,加大,['.3.08']
.0.547,好转,['.3.08']
.0.548,痊愈,['.3.08']
.0.549,服用,"['.3.08', '.3.09', '.3.09', '.3.09', '.3.10', '.3.10', '.3.13', '.3.13']"
.0.550,第二个,['.3.08']
.0.551,修改,['.3.08']
.0.552,处方,"['.3.08', '.3.08', '.3.09', '.3.09', '.3.10', '.3.10', '.3.11', '.3.11', '.3.12', '.3.13', '.3.13']"
.0.553,消失,['.3.08']
.0.554,停药,['.3.08']
