id,word,parents
.0.54,灭活,"['.1.00', '.1.00']"
.0.55,氯己,['.1.00']
.1.01,流行病学特点,['none']
.2.00,传染源。,['.1.01']
.0.56,传染源,['.2.00']
.0.57,感染,"['.2.00', '.2.02', '.1.06', '.2.12', '.2.13', '.2.14', '.1.10', '.1.11', '.1.11']"
.0.58,肺炎,"['.2.00', '.2.03', '.3.01', '.2.08', '.1.05', '.1.05', '.1.05', '.1.05', '.1.06', '.1.10', '.1.11']"
.0.59,患者,"['.2.00', '.2.03', '.2.03', '.2.03', '.2.03', '.2.03', '.2.04', '.2.04', '.3.00', '.1.06', '.2.13', '.2.14', '.2.14', '.1.10']"
.2.01,传播途径。,['.1.01']
.0.60,飞沫,['.2.01']
.0.61,传播,"['.2.01', '.2.01', '.2.01', '.3.00', '.3.00']"
.0.62,途径,['.2.01']
.0.63,亦可,['.2.01']
.0.64,接触,"['.2.01', '.3.00']"
.2.02,易感人群。,['.1.01']
.0.65,人群,['.2.02']
.0.66,易感,['.2.02']
.0.67,老年人,"['.2.02', '.2.03']"
.0.68,基础,"['.2.02', '.2.03', '.2.13', '.2.13', '.2.13']"
.0.69,疾病,"['.2.02', '.2.03', '.1.05', '.2.13', '.1.09']"
.0.70,病情,"['.2.02', '.2.03', '.2.12', '.2.13', '.1.08', '.1.09']"
.0.71,儿童,"['.2.02', '.2.03']"
.0.72,婴幼儿,['.2.02']
.0.73,发病,"['.2.02', '.2.04', '.3.00', '.3.00', '.3.00', '.3.01']"
.1.02,临床特点,['none']
.2.03,临床表现。,['.1.02']
.0.74,流行病学,"['.2.03', '.2.06', '.3.00', '.3.01', '.1.06']"
.0.75,调查,['.2.03']
.0.76,潜伏期,['.2.03']
.0.77,最长,['.2.03']
.0.78,超过,"['.2.03', '.2.14']"
.0.79,发热,"['.2.03', '.2.03', '.3.00', '.3.01', '.2.08', '.2.15', '.3.02']"
.0.80,乏力,"['.2.03', '.2.03', '.2.15', '.2.15', '.3.02', '.3.05']"
.0.81,干咳,"['.2.03', '.3.02']"
.0.82,表现,"['.2.03', '.2.03', '.2.03', '.2.08']"
.0.83,伴有,['.2.03']
.0.84,鼻塞,['.2.03']
.0.85,流涕,['.2.03']
.0.86,腹泻,['.2.03']
.0.87,症状,"['.2.03', '.2.03', '.3.00', '.2.08', '.1.09']"
.0.88,重型,"['.2.03', '.2.03']"
.0.89,病例,"['.2.03', '.2.03', '.2.03', '.2.03', '.3.00', '.3.00', '.1.06', '.2.11', '.2.11', '.2.11', '.1.10']"
.0.90,一周,['.2.03']
.0.91,呼吸困难,"['.2.03', '.2.14', '.3.04']"
.0.92,严重者,"['.2.03', '.2.04', '.2.05']"
.0.93,快速,['.2.03']
.0.94,进展,"['.2.03', '.2.14']"
.0.95,急性,['.2.03']
.0.96,呼吸,"['.2.03', '.2.09', '.2.13']"
.0.97,窘迫,"['.2.03', '.2.09']"
.0.98,综合征,['.2.03']
.0.99,脓毒症,['.2.03']
.0.100,休克,"['.2.03', '.2.10']"
.0.101,难以,['.2.03']
.0.102,纠正,['.2.03']
.0.103,代谢性,['.2.03']
.0.104,酸中毒,['.2.03']
.0.105,凝血,"['.2.03', '.2.12']"
.0.106,功能障碍,['.2.03']
.0.107,值得注意,['.2.03']
.0.108,危重,"['.2.03', '.2.03', '.2.11']"
.0.109,病程,['.2.03']
.0.110,中可为,['.2.03']
.0.111,低热,"['.2.03', '.2.03']"
.0.112,轻微,['.2.03']
.0.113,周后,['.2.03']
.0.114,恢复,['.2.03']
.0.115,收治,"['.2.03', '.2.11']"
.0.116,情况,"['.2.03', '.2.10', '.2.14', '.2.14', '.1.08']"
.0.117,预后,['.2.03']
.0.118,死亡,['.2.03']
.0.119,多见于,['.2.03']
.0.120,慢性,['.2.03']
.2.04,实验室检查。,['.1.02']
.0.121,早期,"['.2.04', '.2.05', '.3.01']"
.0.122,外周血,"['.2.04', '.2.04']"
.0.123,白细胞,"['.2.04', '.3.01']"
.0.124,总数,"['.2.04', '.3.01']"
.0.125,减低,['.2.04']
.0.126,淋巴细胞,"['.2.04', '.2.04', '.3.01']"
.0.127,计数,"['.2.04', '.3.01']"
.0.128,减少,"['.2.04', '.2.04', '.3.01']"
.0.129,肝酶,"['.2.04', '.2.12']"
.0.130,肌酶,['.2.04']
.0.131,肌红蛋白,['.2.04']
.0.132,增高,['.2.04']
.0.133,蛋白,['.2.04']
.0.134,CRP,"['.2.04', '.2.12']"
.0.135,血沉,['.2.04']
.0.136,升高,"['.2.04', '.2.04']"
.0.137,降钙素,['.2.04']
.0.138,二聚体,['.2.04']
.0.139,进行性,['.2.04']
.0.140,拭子,['.2.04']
.0.141,分泌物,"['.2.04', '.2.13']"
.0.142,血液,"['.2.04', '.2.07', '.2.07', '.1.06']"
.0.143,标本,"['.2.04', '.2.07', '.2.07', '.2.07', '.2.07', '.1.06']"
.0.144,检测,"['.2.04', '.2.07', '.1.06', '.1.06', '.1.06', '.1.06', '.1.09']"
.0.145,核酸,"['.2.04', '.2.07', '.1.06', '.1.06', '.1.09']"
.2.05,胸部影像学。,['.1.02']
.0.146,呈现,['.2.05']
.0.147,多发,"['.2.05', '.2.05']"
.0.148,小斑片,['.2.05']
.0.149,影及,['.2.05']
.0.150,间质,['.2.05']
.0.151,改变,['.2.05']
.0.152,以肺,['.2.05']
.0.153,外带,['.2.05']
.0.154,发展,['.2.05']
.0.155,双肺,['.2.05']
.0.156,玻璃,['.2.05']
.0.157,浸润,['.2.05']
.0.158,肺实变,['.2.05']
.0.159,胸腔,['.2.05']
.0.160,积液,['.2.05']
.0.161,少见,['.2.05']
.1.03,诊断标准,['none']
.2.06,疑似病例。,['.1.03']
.0.162,下述,['.2.06']
.0.163,临床表现,"['.2.06', '.3.01', '.2.15', '.2.15', '.3.02', '.3.03', '.3.04', '.3.05']"
.0.164,综合,['.2.06']
.0.165,分析,"['.2.06', '.2.12']"
.3.00,流行病学史,['.2.06']
.0.166,天内,"['.3.00', '.3.00']"
.0.167,武汉,['.3.00']
.0.168,地区,"['.3.00', '.3.00', '.3.00']"
.0.169,持续,"['.3.00', '.3.00']"
.0.170,旅行,['.3.00']
.0.171,居住,['.3.00']
.0.172,武汉市,['.3.00']
.0.173,聚集,['.3.00']
.0.174,冠状,['.3.00']
.0.175,病毒感染者,['.3.00']
.0.176,关联,"['.3.00', '.1.06']"
.3.01,临床表现,['.2.06']
.0.177,影像学,"['.3.01', '.2.08', '.2.12', '.2.14']"
.0.178,降低,"['.3.01', '.2.13']"
.0.179,史中,['.3.01']
.0.180,一条,"['.3.01', '.2.09']"
.0.181,符合,"['.3.01', '.2.09', '.2.10', '.1.06']"
.0.182,任意,['.3.01']
.2.07,确诊病例。,['.1.03']
.0.183,疑似病例,"['.2.07', '.1.06', '.1.06', '.1.06', '.2.11']"
.0.184,具备,"['.2.07', '.2.11']"
.0.185,病原学,"['.2.07', '.1.06']"
.0.186,证据,"['.2.07', '.2.12']"
.0.187,实时,['.2.07']
.0.188,荧光,['.2.07']
.0.189,RT,['.2.07']
.0.190,PCR,['.2.07']
.0.191,阳性,"['.2.07', '.1.06']"
.0.192,病毒基因,['.2.07']
.0.193,测序,['.2.07']
.0.194,已知,"['.2.07', '.1.05']"
.0.195,高度,['.2.07']
.0.196,同源,['.2.07']
.1.04,临床分型,['none']
.2.08,普通型。,['.1.04']
.2.09,重型。,['.1.04']
.0.197,RR,['.2.09']
.0.198,静息,['.2.09']
.0.199,状态,['.2.09']
.0.200,指氧,"['.2.09', '.2.12']"
.0.201,饱和度,"['.2.09', '.2.12', '.2.12']"
.0.202,93%,['.2.09']
.0.203,动脉血,"['.2.09', '.2.12']"
.0.204,氧分压,['.2.09']
.0.205,PaO,['.2.09']
.0.206,吸氧,['.2.09']
.0.207,浓度,['.2.09']
.0.208,FiO,['.2.09']
.0.209,300mmHg22,['.2.09']
.0.210,1mmHg,['.2.09']
.0.211,0.133,['.2.09']
.0.212,kPa,['.2.09']
.2.10,危重型。,['.1.04']
.0.213,呼吸衰竭,['.2.10']
.0.214,机械,"['.2.10', '.2.12', '.2.13', '.2.13', '.2.13']"
.0.215,通气,"['.2.10', '.2.12', '.2.13', '.2.13', '.2.13', '.2.13', '.2.13', '.2.13', '.3.04']"
.0.216,合并,['.2.10']
.0.217,器官,"['.2.10', '.2.13']"
.0.218,功能,"['.2.10', '.2.12', '.2.13']"
.0.219,衰竭,['.2.10']
.0.220,ICU,"['.2.10', '.2.11']"
.0.221,监护,['.2.10']
.0.222,治疗,"['.2.10', '.1.06', '.2.11', '.2.11', '.2.11', '.2.12', '.2.12', '.2.12', '.2.13', '.2.13', '.2.13', '.2.14', '.2.14', '.1.09']"
.1.05,鉴别诊断,['none']
.0.223,流感病毒,"['.1.05', '.1.05']"
.0.224,腺病毒,['.1.05']
.0.225,合胞,['.1.05']
.0.226,病毒性,['.1.05']
.0.227,鉴别,"['.1.05', '.1.05', '.1.05']"
.0.228,支原体,['.1.05']
.0.229,衣原体,['.1.05']
.0.230,细菌性,['.1.05']
.0.231,与非,['.1.05']
.0.232,感染性,['.1.05']
.0.233,血管炎,['.1.05']
.0.234,皮肌炎,['.1.05']
.0.235,机化,['.1.05']
.0.236,性肺炎,['.1.05']
.1.06,病例的发现与报告,['none']
.0.237,各类,['.1.06']
.0.238,医疗机构,"['.1.06', '.1.11']"
.0.239,医务人员,['.1.06']
.0.240,定义,['.1.06']
.0.241,应立即,['.1.06']
.0.242,隔离,"['.1.06', '.2.11', '.2.11', '.2.11', '.1.09']"
.0.243,院内,['.1.06']
.0.244,专家,['.1.06']
.0.245,会诊,"['.1.06', '.1.06']"
.0.246,或主诊,['.1.06']
.0.247,医师,['.1.06']
.0.248,网络,['.1.06']
.0.249,直报,['.1.06']
.0.250,采集,['.1.06']
.0.251,疑似,"['.1.06', '.2.11']"
.0.252,病人,['.1.06']
.0.253,转运,"['.1.06', '.1.10']"
.0.254,定点医院,"['.1.06', '.2.11']"
.0.255,常见,"['.1.06', '.1.11']"
.0.256,病原,"['.1.06', '.1.06', '.1.09']"
.0.257,建议,"['.1.06', '.2.14']"
.0.258,连续,"['.1.06', '.1.09']"
.0.259,两次,"['.1.06', '.1.09']"
.0.260,阴性,"['.1.06', '.1.09']"
.0.261,采样,"['.1.06', '.1.09']"
.0.262,时间,"['.1.06', '.1.09']"
.0.263,至少,"['.1.06', '.1.09']"
.0.264,间隔,"['.1.06', '.1.09']"
.0.265,方可,['.1.06']
.0.266,排除,['.1.06']
.1.07,治疗,['none']
.2.11,根据病情严重程度确定治疗场所。,['.1.07']
.0.267,确诊,"['.2.11', '.2.11']"
.0.268,条件,"['.2.11', '.2.11', '.2.14']"
.0.269,防护,"['.2.11', '.1.10', '.1.11', '.1.11']"
.0.270,单人,['.2.11']
.0.271,单间,['.2.11']
.0.272,可多人,['.2.11']
.0.273,病室,['.2.11']
.0.274,收入,['.2.11']
.2.12,一般治疗。,['.1.07']
.0.275,卧床,['.2.12']
.0.276,休息,['.2.12']
.0.277,支持,"['.2.12', '.2.13', '.2.13', '.2.13']"
.0.278,保证,['.2.12']
.0.279,热量,['.2.12']
.0.280,电解质,['.2.12']
.0.281,平衡,['.2.12']
.0.282,环境,['.2.12']
.0.283,稳定,"['.2.12', '.2.13']"
.0.284,监测,"['.2.12', '.2.12', '.2.12', '.2.13']"
.0.285,生命,['.2.12']
.0.286,体征,['.2.12']
.0.287,血常规,['.2.12']
.0.288,尿常规,['.2.12']
.0.289,生化,['.2.12']
.0.290,指标,['.2.12']
.0.291,心肌,['.2.12']
.0.292,肾功能,['.2.12']
.0.293,复查,['.2.12']
.0.294,胸部,"['.2.12', '.2.14']"
.0.295,变化,['.2.12']
.0.296,给予,"['.2.12', '.2.14']"
.0.297,氧疗,"['.2.12', '.2.12']"
.0.298,措施,['.2.12']
.0.299,包括,['.2.12']
.0.300,导管,['.2.12']
.0.301,面罩,['.2.12']
.0.302,时经,['.2.12']
.0.303,鼻高,['.2.12']
.0.304,流量,['.2.12']
.0.305,无创,"['.2.12', '.2.13', '.2.13']"
.0.306,抗病毒,['.2.12']
.0.307,试用,['.2.12']
.0.308,干扰素,['.2.12']
.0.309,雾化,['.2.12']
.0.310,吸入,['.2.12']
.0.311,成人,['.2.12']
.0.312,每次,"['.2.12', '.2.12']"
.0.313,500,['.2.12']
.0.314,灭菌,['.2.12']
.0.315,注射,['.2.12']
.0.316,用水,['.2.12']
.0.317,2ml,['.2.12']
.0.318,每日,"['.2.12', '.2.12', '.2.14']"
.0.319,洛匹,['.2.12']
.0.320,利托,['.2.12']
.0.321,200mg,['.2.12']
.0.322,50mg,['.2.12']
.0.323,每粒,['.2.12']
.0.324,二次,['.2.12']
.0.325,抗菌,"['.2.12', '.2.12', '.2.12']"
.0.326,药物,"['.2.12', '.2.12', '.2.12', '.2.12', '.2.13']"
.0.327,盲目,['.2.12']
.0.328,恰当,['.2.12']
.0.329,联合,['.2.12']
.0.330,广谱抗,['.2.12']
.0.331,细菌学,['.2.12']
.0.332,继发,"['.2.12', '.2.13', '.2.14']"
.0.333,细菌,"['.2.12', '.2.14']"
.2.13,重型、危重型病例的治疗。,['.1.07']
.0.334,原则,['.2.13']
.0.335,对症,['.2.13']
.0.336,防治,['.2.13']
.0.337,并发症,['.2.13']
.0.338,预防,"['.2.13', '.2.14', '.1.11']"
.0.339,改善,"['.2.13', '.2.13']"
.0.340,耐受,['.2.13']
.0.341,气道,['.2.13']
.0.342,增多,['.2.13']
.0.343,剧烈,['.2.13']
.0.344,咳嗽,"['.2.13', '.3.03', '.3.03']"
.0.345,血流,"['.2.13', '.2.13']"
.0.346,动力学,"['.2.13', '.2.13']"
.0.347,过渡,['.2.13']
.0.348,有创,['.2.13']
.0.349,潮气量,['.2.13']
.0.350,保护性,['.2.13']
.0.351,策略,['.2.13']
.0.352,呼吸机,['.2.13']
.0.353,相关,['.2.13']
.0.354,损伤,['.2.13']
.0.355,俯卧,['.2.13']
.0.356,肺复,['.2.13']
.0.357,肺氧合,['.2.13']
.0.358,ECMO,['.2.13']
.0.359,循环,['.2.13']
.0.360,液体,['.2.13']
.0.361,复苏,['.2.13']
.0.362,微循环,['.2.13']
.0.363,血管,['.2.13']
.0.364,活性,['.2.13']
.2.14,其他治疗措施,['.1.07']
.0.365,程度,['.2.14']
.0.366,酌情,['.2.14']
.0.367,短期内,['.2.14']
.0.368,皮质激素,['.2.14']
.0.369,剂量,['.2.14']
.0.370,相当于,['.2.14']
.0.371,甲泼,['.2.14']
.0.372,尼龙,['.2.14']
.0.373,2mg,['.2.14']
.0.374,kg,['.2.14']
.0.375,静脉,['.2.14']
.0.376,血必净,"['.2.14', '.3.03', '.3.04']"
.0.377,100mL,['.2.14']
.0.378,肠道,"['.2.14', '.2.14']"
.0.379,生态,['.2.14']
.0.380,调节剂,['.2.14']
.0.381,生态平衡,['.2.14']
.0.382,恢复期,['.2.14']
.0.383,血浆,['.2.14']
.0.384,焦虑,['.2.14']
.0.385,恐惧,['.2.14']
.0.386,情绪,['.2.14']
.0.387,心理,['.2.14']
.0.388,疏导,['.2.14']
.1.08,中医治疗。,['none']
.0.389,本病,['.1.08']
.0.390,中医,['.1.08']
.0.391,疫病,['.1.08']
.0.392,范畴,['.1.08']
.0.393,感受,['.1.08']
.0.394,疫戾,['.1.08']
.0.395,之气,['.1.08']
.0.396,气候,['.1.08']
.0.397,特点,['.1.08']
.0.398,体质,['.1.08']
.0.399,参照,['.1.08']
.0.400,方案,"['.1.08', '.1.10']"
.0.401,辨证论治,['.1.08']
.2.15,医学观察期,['.1.08']
.0.402,胃肠,['.2.15']
.0.403,不适,['.2.15']
.0.404,推荐,"['.2.15', '.2.15', '.3.02', '.3.03', '.3.03', '.3.04', '.3.04', '.3.05']"
.0.405,中成药,"['.2.15', '.2.15', '.3.03', '.3.04']"
.0.406,藿香,"['.2.15', '.3.02', '.3.05']"
.0.407,正气,['.2.15']
.0.408,胶囊,"['.2.15', '.2.15', '.2.15']"
.0.409,口服液,['.2.15']
.0.410,金花,['.2.15']
.0.411,清感,['.2.15']
.0.412,连花清,['.2.15']
.0.413,疏风,['.2.15']
.0.414,解毒,['.2.15']
.0.415,防风,['.2.15']
.0.416,通圣丸,['.2.15']
.2.16,临床治疗期,['.1.08']
.3.02,初期：寒湿郁肺,['.2.16']
.0.417,恶寒,['.3.02']
.0.418,无热,['.3.02']
.0.419,咽干,['.3.02']
.0.420,倦怠,"['.3.02', '.3.05']"
.0.421,胸闷,"['.3.02', '.3.03']"
.0.422,呕恶,"['.3.02', '.3.05']"
.0.423,舌质,"['.3.02', '.3.03', '.3.04']"
.0.424,淡红,['.3.02']
.0.425,苔白腻,"['.3.02', '.3.05']"
.0.426,处方,"['.3.02', '.3.03', '.3.04', '.3.05']"
.0.427,苍术,"['.3.02', '.3.03']"
.0.428,15g,"['.3.02', '.3.04', '.3.04', '.3.05', '.3.05']"
.0.429,陈皮,"['.3.02', '.3.05']"
.0.430,10g,"['.3.02', '.3.02', '.3.02', '.3.02', '.3.02', '.3.02', '.3.03', '.3.03', '.3.03', '.3.03', '.3.03', '.3.04', '.3.05', '.3.05']"
.0.431,厚朴,['.3.02']
.0.432,草果,"['.3.02', '.3.03']"
.0.433,6g,"['.3.02', '.3.02', '.3.03', '.3.03', '.3.03', '.3.05']"
.0.434,麻黄,"['.3.02', '.3.03']"
.0.435,羌活,['.3.02']
.0.436,生姜,['.3.02']
.0.437,槟郎,"['.3.02', '.3.03']"
.3.03,中期：疫毒闭肺,['.2.16']
.0.438,身热,['.3.03']
.0.439,往来,['.3.03']
.0.440,寒热,['.3.03']
.0.441,黄痰,['.3.03']
.0.442,腹胀,['.3.03']
.0.443,便秘,['.3.03']
.0.444,气促,['.3.03']
.0.445,动则,['.3.03']
.0.446,气喘,"['.3.03', '.3.04']"
.0.447,黄燥,['.3.03']
.0.448,脉滑数,['.3.03']
.0.449,杏仁,['.3.03']
.0.450,生石膏,['.3.03']
.0.451,30g,"['.3.03', '.3.03', '.3.05']"
.0.452,大黄,['.3.03']
.0.453,生炙,['.3.03']
.0.454,葶苈子,['.3.03']
.0.455,桃仁,['.3.03']
.0.456,喜炎平,['.3.03']
.0.457,注射剂,"['.3.03', '.3.03']"
.3.04,重症期：内闭外脱,['.2.16']
.0.458,辅助,['.3.04']
.0.459,神昏,['.3.04']
.0.460,烦躁,['.3.04']
.0.461,出肢,['.3.04']
.0.462,紫暗,['.3.04']
.0.463,厚腻,['.3.04']
.0.464,或燥,['.3.04']
.0.465,浮大无根,['.3.04']
.0.466,人参,['.3.04']
.0.467,黑顺片,['.3.04']
.0.468,山茱萸,['.3.04']
.0.469,送服,['.3.04']
.0.470,苏合香,['.3.04']
.0.471,安宫,['.3.04']
.0.472,牛黄丸,['.3.04']
.0.473,注射液,"['.3.04', '.3.04', '.3.04']"
.0.474,参附,['.3.04']
.0.475,生脉,['.3.04']
.3.05,恢复期：肺脾气虚,['.2.16']
.0.476,气短,['.3.05']
.0.477,纳差,['.3.05']
.0.478,痞满,['.3.05']
.0.479,大便,['.3.05']
.0.480,无力,['.3.05']
.0.481,不爽,['.3.05']
.0.482,舌淡胖,['.3.05']
.0.483,半夏,['.3.05']
.0.484,9g,['.3.05']
.0.485,党参,['.3.05']
.0.486,黄芪,['.3.05']
.0.487,茯苓,['.3.05']
.0.488,砂仁,['.3.05']
.1.09,解除隔离和出院标准,['none']
.0.489,体温,['.1.09']
.0.490,恢复正常,['.1.09']
.0.491,明显好转,['.1.09']
.0.492,解除,['.1.09']
.0.493,出院,['.1.09']
.0.494,科室,['.1.09']
.1.10,转运原则,['none']
.0.495,运送,"['.1.10', '.1.10']"
.0.496,专用车辆,['.1.10']
.0.497,做好,['.1.10']
.0.498,人员,['.1.10']
.0.499,车辆,['.1.10']
.0.500,消毒,['.1.10']
.0.501,工作,['.1.10']
.0.502,试行,"['.1.10', '.1.11']"
.1.11,医院感染控制,['none']
.0.503,我委,['.1.11']
.0.504,控制技术,['.1.11']
.0.505,指南,['.1.11']
.0.506,第一版,['.1.11']
.0.507,医用,['.1.11']
.0.508,指引,['.1.11']
.0.509,执行,['.1.11']
